date,nav,units,fund_value,cash,total_value,total_cost,unrealized_pnl,unrealized_pnl_pct,buy_cash,sell_cash,buy_units,sell_units,note
2020-02-05,1.1835,1709.6177,2023.33,500.00,2523.33,2000.00,523.33,0.2617,0.00,0.00,0.0000,0.0000,
2020-02-06,1.2189,1709.6177,2083.85,500.00,2583.85,2000.00,583.85,0.2919,0.00,0.00,0.0000,0.0000,
2020-02-07,1.2243,1709.6177,2093.09,500.00,2593.09,2000.00,593.09,0.2965,0.00,0.00,0.0000,0.0000,
2020-02-10,1.2304,1709.6177,2103.51,500.00,2603.51,2000.00,603.51,0.3018,0.00,0.00,0.0000,0.0000,
2020-02-11,1.2297,1709.6177,2102.32,500.00,2602.32,2000.00,602.32,0.3012,0.00,0.00,0.0000,0.0000,
2020-02-12,1.2463,1709.6177,2130.70,500.00,2630.70,2000.00,630.70,0.3153,0.00,0.00,0.0000,0.0000,
2020-02-13,1.2378,1709.6177,2116.16,500.00,2616.16,2000.00,616.16,0.3081,0.00,0.00,0.0000,0.0000,
2020-02-14,1.2343,1709.6177,2110.18,500.00,2610.18,2000.00,610.18,0.3051,0.00,0.00,0.0000,0.0000,
2020-02-17,1.2637,1709.6177,2160.44,500.00,2660.44,2000.00,660.44,0.3302,0.00,0.00,0.0000,0.0000,
2020-02-18,1.2672,1709.6177,2166.43,500.00,2666.43,2000.00,666.43,0.3332,0.00,0.00,0.0000,0.0000,
2020-02-19,1.2588,1709.6177,2152.07,500.00,2652.07,2000.00,652.07,0.3260,0.00,0.00,0.0000,0.0000,
2020-02-20,1.2721,1709.6177,2174.80,500.00,2674.80,2000.00,674.80,0.3374,0.00,0.00,0.0000,0.0000,
2020-02-21,1.2792,1709.6177,2186.94,500.00,2686.94,2000.00,686.94,0.3435,0.00,0.00,0.0000,0.0000,
2020-02-24,1.2825,1709.6177,2192.58,500.00,2692.58,2000.00,692.58,0.3463,0.00,0.00,0.0000,0.0000,
2020-02-25,1.2857,1709.6177,2198.06,500.00,2698.06,2000.00,698.06,0.3490,0.00,0.00,0.0000,0.0000,
2020-02-26,1.2551,1709.6177,2145.74,500.00,2645.74,2000.00,645.74,0.3229,0.00,0.00,0.0000,0.0000,
2020-02-27,1.2682,1709.6177,2168.14,500.00,2668.14,2000.00,668.14,0.3341,0.00,0.00,0.0000,0.0000,
2020-02-28,1.2252,1709.6177,2094.62,500.00,2594.62,2000.00,594.62,0.2973,0.00,0.00,0.0000,0.0000,
2020-03-02,1.2610,1709.6177,2155.83,1000.00,3155.83,2000.00,1155.83,0.5779,0.00,0.00,0.0000,0.0000,新月份 2020-3：现金流入 500 元（进入现金池，等待策略使用）
2020-03-03,1.2672,1709.6177,2166.43,1000.00,3166.43,2000.00,1166.43,0.5832,0.00,0.00,0.0000,0.0000,
2020-03-04,1.2699,1709.6177,2171.04,1000.00,3171.04,2000.00,1171.04,0.5855,0.00,0.00,0.0000,0.0000,
2020-03-05,1.2899,1550.5078,2000.00,1204.21,3204.21,2000.00,1204.21,0.6021,0.00,204.21,0.0000,159.1100,止盈10%：未实现收益率 10.26%，卖出盈利对应份额 159.11 份（不动本金）
2020-03-06,1.2749,1550.5078,1976.74,1204.21,3180.95,2000.00,1180.95,0.5905,0.00,0.00,0.0000,0.0000,
2020-03-09,1.2259,1550.5078,1900.77,1204.21,3104.98,2000.00,1104.98,0.5525,0.00,0.00,0.0000,0.0000,
2020-03-10,1.2475,1550.5078,1934.26,1204.21,3138.47,2000.00,1138.47,0.5692,0.00,0.00,0.0000,0.0000,
2020-03-11,1.2333,1550.5078,1912.24,1204.21,3116.45,2000.00,1116.45,0.5582,0.00,0.00,0.0000,0.0000,
2020-03-12,1.2032,1550.5078,1865.57,1204.21,3069.78,2000.00,1069.78,0.5349,0.00,0.00,0.0000,0.0000,
2020-03-13,1.1891,1550.5078,1843.71,1204.21,3047.92,2000.00,1047.92,0.5240,0.00,0.00,0.0000,0.0000,
2020-03-16,1.1314,1550.5078,1754.24,1204.21,2958.45,2000.00,958.45,0.4792,0.00,0.00,0.0000,0.0000,
2020-03-17,1.1266,1550.5078,1746.80,1204.21,2951.01,2000.00,951.01,0.4755,0.00,0.00,0.0000,0.0000,
2020-03-18,1.1137,1550.5078,1726.80,1204.21,2931.01,2000.00,931.01,0.4655,0.00,0.00,0.0000,0.0000,
2020-03-19,1.0999,1550.5078,1705.40,1204.21,2909.61,2000.00,909.61,0.4548,0.00,0.00,0.0000,0.0000,
2020-03-20,1.1242,1550.5078,1743.08,1204.21,2947.29,2000.00,947.29,0.4736,0.00,0.00,0.0000,0.0000,
2020-03-23,1.0810,1735.2446,1875.80,1004.21,2880.01,2200.00,680.01,0.3091,200.00,0.00,184.7368,0.0000,回撤 ≥ 15%：当前回撤 -16.20% ，使用盈利 100% + 本金 200 元 补仓（共 200 元）
2020-03-24,1.1059,1735.2446,1919.01,1004.21,2923.22,2200.00,723.22,0.3287,0.00,0.00,0.0000,0.0000,
2020-03-25,1.1445,1735.2446,1985.99,1004.21,2990.20,2200.00,790.20,0.3592,0.00,0.00,0.0000,0.0000,
2020-03-26,1.1427,1735.2446,1982.86,1004.21,2987.07,2200.00,787.07,0.3578,0.00,0.00,0.0000,0.0000,
2020-03-27,1.1473,1735.2446,1990.85,1004.21,2995.06,2200.00,795.06,0.3614,0.00,0.00,0.0000,0.0000,
2020-03-30,1.1335,1735.2446,1966.90,1004.21,2971.11,2200.00,771.11,0.3505,0.00,0.00,0.0000,0.0000,
2020-03-31,1.1444,1735.2446,1985.81,1004.21,2990.02,2200.00,790.02,0.3591,0.00,0.00,0.0000,0.0000,
2020-04-01,1.1394,1735.2446,1977.14,1504.21,3481.35,2200.00,1281.35,0.5824,0.00,0.00,0.0000,0.0000,新月份 2020-4：现金流入 500 元（进入现金池，等待策略使用）
2020-04-02,1.1555,1735.2446,2005.08,1504.21,3509.28,2200.00,1309.28,0.5951,0.00,0.00,0.0000,0.0000,
