基金代码,基金名称,策略名称,回测起始,回测结束,回测天数,累计投入本金,实际买入成本,期末基金市值,期末现金余额,期末总资产,名义盈亏,名义收益率,真实收益率,年化收益率,买入次数,卖出次数,总买入金额,总卖出金额
163406,-,纯基础定投策略（全部现金自动进场）,2020-12-01,2025-12-01,1826,32000.00,32000.00,38992.09,0.00,38992.09,6992.09,21.85%,21.85%,4.03%,61,0,32000.00,0.00
