date,nav,units,fund_value,cash,total_value,total_cost,unrealized_pnl,unrealized_pnl_pct,buy_cash,sell_cash,buy_units,sell_units,note
2021-06-24,2.1078,2474.2328,5215.19,0.00,5215.19,5000.00,215.19,0.0430,0.00,0.00,0.0000,0.0000,
2021-06-25,2.1254,2474.2328,5258.73,0.00,5258.73,5000.00,258.73,0.0517,0.00,0.00,0.0000,0.0000,
2021-06-28,2.1260,2474.2328,5260.22,0.00,5260.22,5000.00,260.22,0.0520,0.00,0.00,0.0000,0.0000,
2021-06-29,2.1233,2474.2328,5253.54,0.00,5253.54,5000.00,253.54,0.0507,0.00,0.00,0.0000,0.0000,
2021-06-30,2.1494,2474.2328,5318.12,0.00,5318.12,5000.00,318.12,0.0636,0.00,0.00,0.0000,0.0000,
2021-07-01,2.1574,2705.7155,5837.31,0.00,5837.31,5500.00,337.31,0.0613,500.00,0.00,231.4827,0.0000,月度定投: 全额买入 500.00 元
2021-07-02,2.0983,2705.7155,5677.40,0.00,5677.40,5500.00,177.40,0.0323,0.00,0.00,0.0000,0.0000,
2021-07-05,2.0956,2705.7155,5670.10,0.00,5670.10,5500.00,170.10,0.0309,0.00,0.00,0.0000,0.0000,
2021-07-06,2.0906,2705.7155,5656.57,0.00,5656.57,5500.00,156.57,0.0285,0.00,0.00,0.0000,0.0000,
2021-07-07,2.1035,2705.7155,5691.47,0.00,5691.47,5500.00,191.47,0.0348,0.00,0.00,0.0000,0.0000,
2021-07-08,2.0852,2705.7155,5641.96,0.00,5641.96,5500.00,141.96,0.0258,0.00,0.00,0.0000,0.0000,
2021-07-09,2.0796,2705.7155,5626.81,0.00,5626.81,5500.00,126.81,0.0231,0.00,0.00,0.0000,0.0000,
2021-07-12,2.1086,2705.7155,5705.27,0.00,5705.27,5500.00,205.27,0.0373,0.00,0.00,0.0000,0.0000,
2021-07-13,2.1244,2705.7155,5748.02,0.00,5748.02,5500.00,248.02,0.0451,0.00,0.00,0.0000,0.0000,
2021-07-14,2.1135,2705.7155,5718.53,0.00,5718.53,5500.00,218.53,0.0397,0.00,0.00,0.0000,0.0000,
2021-07-15,2.1267,2705.7155,5754.25,0.00,5754.25,5500.00,254.25,0.0462,0.00,0.00,0.0000,0.0000,
2021-07-16,2.1011,2705.7155,5684.98,0.00,5684.98,5500.00,184.98,0.0336,0.00,0.00,0.0000,0.0000,
2021-07-19,2.1120,2705.7155,5714.47,0.00,5714.47,5500.00,214.47,0.0390,0.00,0.00,0.0000,0.0000,
2021-07-20,2.1041,2705.7155,5693.10,0.00,5693.10,5500.00,193.10,0.0351,0.00,0.00,0.0000,0.0000,
2021-07-21,2.1219,2705.7155,5741.26,0.00,5741.26,5500.00,241.26,0.0439,0.00,0.00,0.0000,0.0000,
2021-07-22,2.1148,2705.7155,5722.05,0.00,5722.05,5500.00,222.05,0.0404,0.00,0.00,0.0000,0.0000,
2021-07-23,2.0899,2705.7155,5654.67,0.00,5654.67,5500.00,154.67,0.0281,0.00,0.00,0.0000,0.0000,
2021-07-26,2.0336,2705.7155,5502.34,0.00,5502.34,5500.00,2.34,0.0004,0.00,0.00,0.0000,0.0000,
2021-07-27,1.9671,2705.7155,5322.41,0.00,5322.41,5500.00,-177.59,-0.0323,0.00,0.00,0.0000,0.0000,
2021-07-28,1.9603,2705.7155,5304.01,0.00,5304.01,5500.00,-195.99,-0.0356,0.00,0.00,0.0000,0.0000,
2021-07-29,1.9911,2705.7155,5387.35,0.00,5387.35,5500.00,-112.65,-0.0205,0.00,0.00,0.0000,0.0000,
2021-07-30,1.9797,2705.7155,5356.51,0.00,5356.51,5500.00,-143.49,-0.0261,0.00,0.00,0.0000,0.0000,
2021-08-02,2.0140,2953.6801,5948.71,0.00,5948.71,6000.00,-51.29,-0.0085,500.00,0.00,247.9646,0.0000,月度定投: 全额买入 500.00 元
2021-08-03,2.0203,2953.6801,5967.32,0.00,5967.32,6000.00,-32.68,-0.0054,0.00,0.00,0.0000,0.0000,
2021-08-04,2.0301,2953.6801,5996.27,0.00,5996.27,6000.00,-3.73,-0.0006,0.00,0.00,0.0000,0.0000,
2021-08-05,2.0170,2953.6801,5957.57,0.00,5957.57,6000.00,-42.43,-0.0071,0.00,0.00,0.0000,0.0000,
2021-08-06,2.0027,2953.6801,5915.34,0.00,5915.34,6000.00,-84.66,-0.0141,0.00,0.00,0.0000,0.0000,
2021-08-09,2.0282,2953.6801,5990.65,0.00,5990.65,6000.00,-9.35,-0.0016,0.00,0.00,0.0000,0.0000,
2021-08-10,2.0455,2953.6801,6041.75,0.00,6041.75,6000.00,41.75,0.0070,0.00,0.00,0.0000,0.0000,
2021-08-11,2.0445,2953.6801,6038.80,0.00,6038.80,6000.00,38.80,0.0065,0.00,0.00,0.0000,0.0000,
2021-08-12,2.0395,2953.6801,6024.03,0.00,6024.03,6000.00,24.03,0.0040,0.00,0.00,0.0000,0.0000,
2021-08-13,2.0365,2953.6801,6015.17,0.00,6015.17,6000.00,15.17,0.0025,0.00,0.00,0.0000,0.0000,
2021-08-16,2.0424,2953.6801,6032.60,0.00,6032.60,6000.00,32.60,0.0054,0.00,0.00,0.0000,0.0000,
2021-08-17,1.9916,2953.6801,5882.55,0.00,5882.55,6000.00,-117.45,-0.0196,0.00,0.00,0.0000,0.0000,
2021-08-18,1.9941,2953.6801,5889.93,0.00,5889.93,6000.00,-110.07,-0.0183,0.00,0.00,0.0000,0.0000,
2021-08-19,2.0106,2953.6801,5938.67,0.00,5938.67,6000.00,-61.33,-0.0102,0.00,0.00,0.0000,0.0000,
2021-08-20,1.9803,2953.6801,5849.17,0.00,5849.17,6000.00,-150.83,-0.0251,0.00,0.00,0.0000,0.0000,
2021-08-23,2.0154,2953.6801,5952.85,0.00,5952.85,6000.00,-47.15,-0.0079,0.00,0.00,0.0000,0.0000,
2021-08-24,2.0295,2953.6801,5994.49,0.00,5994.49,6000.00,-5.51,-0.0009,0.00,0.00,0.0000,0.0000,
2021-08-25,2.0252,2953.6801,5981.79,0.00,5981.79,6000.00,-18.21,-0.0030,0.00,0.00,0.0000,0.0000,
2021-08-26,1.9805,2953.6801,5849.76,0.00,5849.76,6000.00,-150.24,-0.0250,0.00,0.00,0.0000,0.0000,
2021-08-27,1.9685,2953.6801,5814.32,0.00,5814.32,6000.00,-185.68,-0.0309,0.00,0.00,0.0000,0.0000,
2021-08-30,1.9540,2953.6801,5771.49,0.00,5771.49,6000.00,-228.51,-0.0381,0.00,0.00,0.0000,0.0000,
2021-08-31,1.9540,2953.6801,5771.49,0.00,5771.49,6000.00,-228.51,-0.0381,0.00,0.00,0.0000,0.0000,
2021-09-01,1.9658,3207.7246,6305.75,0.00,6305.75,6500.00,-194.25,-0.0299,500.00,0.00,254.0445,0.0000,月度定投: 全额买入 500.00 元
2021-09-02,1.9691,3207.7246,6316.33,0.00,6316.33,6500.00,-183.67,-0.0283,0.00,0.00,0.0000,0.0000,
2021-09-03,1.9594,3207.7246,6285.22,0.00,6285.22,6500.00,-214.78,-0.0330,0.00,0.00,0.0000,0.0000,
2021-09-06,1.9979,3207.7246,6408.71,0.00,6408.71,6500.00,-91.29,-0.0140,0.00,0.00,0.0000,0.0000,
2021-09-07,2.0063,3207.7246,6435.66,0.00,6435.66,6500.00,-64.34,-0.0099,0.00,0.00,0.0000,0.0000,
2021-09-08,1.9966,3207.7246,6404.54,0.00,6404.54,6500.00,-95.46,-0.0147,0.00,0.00,0.0000,0.0000,
2021-09-09,1.9703,3207.7246,6320.18,0.00,6320.18,6500.00,-179.82,-0.0277,0.00,0.00,0.0000,0.0000,
2021-09-10,1.9991,3207.7246,6412.56,0.00,6412.56,6500.00,-87.44,-0.0135,0.00,0.00,0.0000,0.0000,
2021-09-13,1.9877,3207.7246,6375.99,0.00,6375.99,6500.00,-124.01,-0.0191,0.00,0.00,0.0000,0.0000,
2021-09-14,1.9626,3207.7246,6295.48,0.00,6295.48,6500.00,-204.52,-0.0315,0.00,0.00,0.0000,0.0000,
2021-09-15,1.9633,3207.7246,6297.73,0.00,6297.73,6500.00,-202.27,-0.0311,0.00,0.00,0.0000,0.0000,
2021-09-16,1.9270,3207.7246,6181.29,0.00,6181.29,6500.00,-318.71,-0.0490,0.00,0.00,0.0000,0.0000,
2021-09-17,1.9465,3207.7246,6243.84,0.00,6243.84,6500.00,-256.16,-0.0394,0.00,0.00,0.0000,0.0000,
2021-09-22,1.9365,3207.7246,6211.76,0.00,6211.76,6500.00,-288.24,-0.0443,0.00,0.00,0.0000,0.0000,
2021-09-23,1.9322,3207.7246,6197.97,0.00,6197.97,6500.00,-302.03,-0.0465,0.00,0.00,0.0000,0.0000,
2021-09-24,1.9250,3207.7246,6174.87,0.00,6174.87,6500.00,-325.13,-0.0500,0.00,0.00,0.0000,0.0000,
2021-09-27,1.9268,3207.7246,6180.64,0.00,6180.64,6500.00,-319.36,-0.0491,0.00,0.00,0.0000,0.0000,
2021-09-28,1.9405,3207.7246,6224.59,0.00,6224.59,6500.00,-275.41,-0.0424,0.00,0.00,0.0000,0.0000,
2021-09-29,1.9209,3207.7246,6161.72,0.00,6161.72,6500.00,-338.28,-0.0520,0.00,0.00,0.0000,0.0000,
2021-09-30,1.9407,3207.7246,6225.23,0.00,6225.23,6500.00,-274.77,-0.0423,0.00,0.00,0.0000,0.0000,
2021-10-08,1.9721,3460.9576,6825.35,0.00,6825.35,7000.00,-174.65,-0.0249,500.00,0.00,253.2330,0.0000,月度定投: 全额买入 500.00 元
2021-10-11,1.9678,3460.9576,6810.47,0.00,6810.47,7000.00,-189.53,-0.0271,0.00,0.00,0.0000,0.0000,
2021-10-12,1.9361,3460.9576,6700.76,0.00,6700.76,7000.00,-299.24,-0.0427,0.00,0.00,0.0000,0.0000,
2021-10-13,1.9591,3460.9576,6780.36,0.00,6780.36,7000.00,-219.64,-0.0314,0.00,0.00,0.0000,0.0000,
2021-10-14,1.9557,3460.9576,6768.59,0.00,6768.59,7000.00,-231.41,-0.0331,0.00,0.00,0.0000,0.0000,
2021-10-15,1.9679,3460.9576,6810.82,0.00,6810.82,7000.00,-189.18,-0.0270,0.00,0.00,0.0000,0.0000,
2021-10-18,1.9501,3460.9576,6749.21,0.00,6749.21,7000.00,-250.79,-0.0358,0.00,0.00,0.0000,0.0000,
2021-10-19,1.9731,3460.9576,6828.82,0.00,6828.82,7000.00,-171.18,-0.0245,0.00,0.00,0.0000,0.0000,
