date,nav,units,fund_value,cash,total_value,total_cost,unrealized_pnl,unrealized_pnl_pct,buy_cash,sell_cash,buy_units,sell_units,note
2021-06-16,2.0682,2471.3454,5111.24,0.00,5111.24,5000.00,111.24,0.0222,43.58,0.00,21.0462,0.0000,"[非定投日低估抄底] NAV=2.0682, MA250=2.0747, 偏离度=-0.31%, 原始因子=1.01；计划抄底 503.14 元，实际买入 43.58 元，资金池剩余 0.00 元"
2021-06-17,2.0737,2471.3454,5124.83,0.00,5124.83,5000.00,124.83,0.0250,0.00,0.00,0.0000,0.0000,现金为 0，今日不买入
2021-06-18,2.0692,2471.3454,5113.71,0.00,5113.71,5000.00,113.71,0.0227,0.00,0.00,0.0000,0.0000,现金为 0，今日不买入
2021-06-21,2.0768,2471.3454,5132.49,0.00,5132.49,5000.00,132.49,0.0265,0.00,0.00,0.0000,0.0000,现金为 0，今日不买入
2021-06-22,2.0884,2471.3454,5161.16,0.00,5161.16,5000.00,161.16,0.0322,0.00,0.00,0.0000,0.0000,现金为 0，今日不买入
2021-06-23,2.1063,2471.3454,5205.39,0.00,5205.39,5000.00,205.39,0.0411,0.00,0.00,0.0000,0.0000,现金为 0，今日不买入
2021-06-24,2.1078,2471.3454,5209.10,0.00,5209.10,5000.00,209.10,0.0418,0.00,0.00,0.0000,0.0000,现金为 0，今日不买入
2021-06-25,2.1254,2471.3454,5252.60,0.00,5252.60,5000.00,252.60,0.0505,0.00,0.00,0.0000,0.0000,现金为 0，今日不买入
2021-06-28,2.1260,2471.3454,5254.08,0.00,5254.08,5000.00,254.08,0.0508,0.00,0.00,0.0000,0.0000,现金为 0，今日不买入
2021-06-29,2.1233,2471.3454,5247.41,0.00,5247.41,5000.00,247.41,0.0495,0.00,0.00,0.0000,0.0000,现金为 0，今日不买入
2021-06-30,2.1494,2471.3454,5311.91,0.00,5311.91,5000.00,311.91,0.0624,0.00,0.00,0.0000,0.0000,现金为 0，今日不买入
2021-07-01,2.1574,2684.8584,5792.31,38.81,5831.13,5461.19,369.94,0.0677,461.19,0.00,213.5130,0.0000,"[定投日] NAV=2.1574, MA250=2.0768, 偏离度=3.88%, 原始因子=0.92, 生效因子=0.92；计划买入 461.19 元，实际买入 461.19 元，资金池剩余 38.81 元"
2021-07-02,2.0983,2684.8584,5633.64,38.81,5672.45,5461.19,211.27,0.0387,0.00,0.00,0.0000,0.0000,"[非定投日观望] NAV=2.0983, MA250=2.0774, 偏离度=1.01%, 原始因子=0.98；估值未到低估区，不动用资金池"
2021-07-05,2.0956,2684.8584,5626.39,38.81,5665.20,5461.19,204.02,0.0374,0.00,0.00,0.0000,0.0000,"[非定投日观望] NAV=2.0956, MA250=2.0775, 偏离度=0.87%, 原始因子=0.98；估值未到低估区，不动用资金池"
2021-07-06,2.0906,2684.8584,5612.97,38.81,5651.78,5461.19,190.59,0.0349,0.00,0.00,0.0000,0.0000,"[非定投日观望] NAV=2.0906, MA250=2.0776, 偏离度=0.62%, 原始因子=0.99；估值未到低估区，不动用资金池"
2021-07-07,2.1035,2684.8584,5647.60,38.81,5686.41,5461.19,225.23,0.0412,0.00,0.00,0.0000,0.0000,"[非定投日观望] NAV=2.1035, MA250=2.0777, 偏离度=1.24%, 原始因子=0.98；估值未到低估区，不动用资金池"
2021-07-08,2.0852,2684.8584,5598.47,38.81,5637.28,5461.19,176.10,0.0322,0.00,0.00,0.0000,0.0000,"[非定投日观望] NAV=2.0852, MA250=2.0779, 偏离度=0.35%, 原始因子=0.99；估值未到低估区，不动用资金池"
2021-07-09,2.0796,2684.8584,5583.43,38.81,5622.25,5461.19,161.06,0.0295,0.00,0.00,0.0000,0.0000,"[非定投日观望] NAV=2.0796, MA250=2.0779, 偏离度=0.08%, 原始因子=1.00；估值未到低估区，不动用资金池"
2021-07-12,2.1086,2684.8584,5661.29,38.81,5700.11,5461.19,238.92,0.0437,0.00,0.00,0.0000,0.0000,"[非定投日观望] NAV=2.1086, MA250=2.0780, 偏离度=1.47%, 原始因子=0.97；估值未到低估区，不动用资金池"
2021-07-13,2.1244,2684.8584,5703.71,38.81,5742.53,5461.19,281.34,0.0515,0.00,0.00,0.0000,0.0000,"[非定投日观望] NAV=2.1244, MA250=2.0782, 偏离度=2.22%, 原始因子=0.96；估值未到低估区，不动用资金池"
2021-07-14,2.1135,2684.8584,5674.45,38.81,5713.26,5461.19,252.08,0.0462,0.00,0.00,0.0000,0.0000,"[非定投日观望] NAV=2.1135, MA250=2.0785, 偏离度=1.69%, 原始因子=0.97；估值未到低估区，不动用资金池"
2021-07-15,2.1267,2684.8584,5709.89,38.81,5748.70,5461.19,287.52,0.0526,0.00,0.00,0.0000,0.0000,"[非定投日观望] NAV=2.1267, MA250=2.0787, 偏离度=2.31%, 原始因子=0.95；估值未到低估区，不动用资金池"
2021-07-16,2.1011,2684.8584,5641.16,38.81,5679.97,5461.19,218.78,0.0401,0.00,0.00,0.0000,0.0000,"[非定投日观望] NAV=2.1011, MA250=2.0790, 偏离度=1.06%, 原始因子=0.98；估值未到低估区，不动用资金池"
2021-07-19,2.1120,2684.8584,5670.42,38.81,5709.24,5461.19,248.05,0.0454,0.00,0.00,0.0000,0.0000,"[非定投日观望] NAV=2.1120, MA250=2.0792, 偏离度=1.58%, 原始因子=0.97；估值未到低估区，不动用资金池"
2021-07-20,2.1041,2684.8584,5649.21,38.81,5688.02,5461.19,226.84,0.0415,0.00,0.00,0.0000,0.0000,"[非定投日观望] NAV=2.1041, MA250=2.0794, 偏离度=1.19%, 原始因子=0.98；估值未到低估区，不动用资金池"
2021-07-21,2.1219,2684.8584,5697.00,38.81,5735.82,5461.19,274.63,0.0503,0.00,0.00,0.0000,0.0000,"[非定投日观望] NAV=2.1219, MA250=2.0795, 偏离度=2.04%, 原始因子=0.96；估值未到低估区，不动用资金池"
2021-07-22,2.1148,2684.8584,5677.94,38.81,5716.75,5461.19,255.57,0.0468,0.00,0.00,0.0000,0.0000,"[非定投日观望] NAV=2.1148, MA250=2.0798, 偏离度=1.68%, 原始因子=0.97；估值未到低估区，不动用资金池"
2021-07-23,2.0899,2684.8584,5611.09,38.81,5649.90,5461.19,188.71,0.0346,0.00,0.00,0.0000,0.0000,"[非定投日观望] NAV=2.0899, MA250=2.0800, 偏离度=0.47%, 原始因子=0.99；估值未到低估区，不动用资金池"
