基金代码,基金名称,策略名称,回测起始,回测结束,回测天数,累计投入本金,实际买入成本,期末基金市值,期末现金余额,期末总资产,名义盈亏,名义收益率,真实收益率,年化收益率,买入次数,卖出次数,总买入金额,总卖出金额,预投入锁定余额,预投入累计划入,深跌已释放总额,深跌补仓次数,观测最高净值,NAV历史长度,参数_allow_multi_deep_dip,参数_debounce_days,参数_deep_dip_threshold,参数_deep_dip_use_ratio,参数_dynamic_pre_invest_enabled,参数_multi_stage_enabled,参数_pre_invest_ratio,参数_rebound_reset_rate,参数_reset_on_new_high
163406,-,利润回收策略 v10 — 动态预投入 + 分级深跌补仓版,2020-12-01,2025-12-01,1826,32000.00,31887.50,38897.20,112.50,39009.70,7122.20,22.34%,21.91%,4.11%,81,0,31887.50,0.00,112.50,1175.00,1062.50,26,2.2727,1216,False,30,-10.00%,50.00%,True,True,5.00%,5.00%,True
