product_code,product_name,ISS_DATE,NAV,TOT_NAV,INCOME,WEEK_CLIENTRATE,fetched_at
018043,天弘纳斯达克100指数(QDII)A,2025-11-07,1.8190,1.8190,0,-0.31%,2025-12-18T01:01:35.601977
018043,天弘纳斯达克100指数(QDII)A,2025-11-10,1.8576,1.8576,0,2.12%,2025-12-18T01:01:35.601977
018043,天弘纳斯达克100指数(QDII)A,2025-11-11,1.8524,1.8524,0,-0.28%,2025-12-18T01:01:35.601977
018043,天弘纳斯达克100指数(QDII)A,2025-11-12,1.8505,1.8505,0,-0.10%,2025-12-18T01:01:35.601448
018043,天弘纳斯达克100指数(QDII)A,2025-11-13,1.8152,1.8152,0,-1.91%,2025-12-18T01:01:35.601448
018043,天弘纳斯达克100指数(QDII)A,2025-11-14,1.8155,1.8155,0,0.02%,2025-12-18T01:01:35.601448
018043,天弘纳斯达克100指数(QDII)A,2025-11-17,1.8008,1.8008,0,-0.81%,2025-12-18T01:01:35.601448
018043,天弘纳斯达克100指数(QDII)A,2025-11-18,1.7812,1.7812,0,-1.09%,2025-12-18T01:01:35.601448
018043,天弘纳斯达克100指数(QDII)A,2025-11-19,1.7910,1.7910,0,0.55%,2025-12-18T01:01:35.364667
018043,天弘纳斯达克100指数(QDII)A,2025-11-20,1.7515,1.7515,0,-2.21%,2025-12-18T01:01:35.364667
018043,天弘纳斯达克100指数(QDII)A,2025-11-21,1.7636,1.7636,0,0.69%,2025-12-18T01:01:35.364667
018043,天弘纳斯达克100指数(QDII)A,2025-11-24,1.8068,1.8068,0,2.45%,2025-12-18T01:01:35.364667
018043,天弘纳斯达克100指数(QDII)A,2025-11-25,1.8162,1.8162,0,0.52%,2025-12-18T01:01:35.364667
018043,天弘纳斯达克100指数(QDII)A,2025-11-26,1.8306,1.8306,0,0.79%,2025-12-18T01:01:35.364667
018043,天弘纳斯达克100指数(QDII)A,2025-11-27,1.8302,1.8302,0,-0.02%,2025-12-18T01:01:35.364667
018043,天弘纳斯达克100指数(QDII)A,2025-11-28,1.8439,1.8439,0,0.75%,2025-12-18T01:01:35.364667
018043,天弘纳斯达克100指数(QDII)A,2025-12-01,1.8368,1.8368,0,-0.39%,2025-12-18T01:01:35.364667
018043,天弘纳斯达克100指数(QDII)A,2025-12-02,1.8522,1.8522,0,0.84%,2025-12-18T01:01:35.364667
018043,天弘纳斯达克100指数(QDII)A,2025-12-03,1.8548,1.8548,0,0.14%,2025-12-18T01:01:35.364667
018043,天弘纳斯达克100指数(QDII)A,2025-12-04,1.8526,1.8526,0,-0.12%,2025-12-18T01:01:35.364667
018043,天弘纳斯达克100指数(QDII)A,2025-12-05,1.8607,1.8607,0,0.44%,2025-12-18T01:01:35.364667
018043,天弘纳斯达克100指数(QDII)A,2025-12-08,1.8566,1.8566,0,-0.22%,2025-12-18T01:01:35.364667
018043,天弘纳斯达克100指数(QDII)A,2025-12-09,1.8596,1.8596,0,0.16%,2025-12-18T01:01:35.364667
018043,天弘纳斯达克100指数(QDII)A,2025-12-10,1.8665,1.8665,0,0.37%,2025-12-18T01:01:35.364667
018043,天弘纳斯达克100指数(QDII)A,2025-12-11,1.8588,1.8588,0,-0.41%,2025-12-18T01:01:35.364667
018043,天弘纳斯达克100指数(QDII)A,2025-12-12,1.8240,1.8240,0,-1.87%,2025-12-18T01:01:35.364667
018043,天弘纳斯达克100指数(QDII)A,2025-12-15,1.8155,1.8155,0,-0.47%,2025-12-16 22:54:52
018043,天弘纳斯达克100指数(QDII)A,2025-12-16,1.8186,1.8186,0,0.17%,2025-12-17 22:56:06
