date,nav,accum_nav,change_pct
2021-08-12,2.0395,7.7562,-0.24
2021-08-13,2.0365,7.7448,-0.15
2021-08-16,2.0424,7.7673,0.29
2021-08-17,1.9916,7.5741,-2.49
2021-08-18,1.9941,7.5836,0.13
2021-08-19,2.0106,7.6463,0.83
2021-08-20,1.9803,7.5311,-1.51
2021-08-23,2.0154,7.6646,1.77
2021-08-24,2.0295,7.7182,0.70
2021-08-25,2.0252,7.7019,-0.21
2021-08-26,1.9805,7.5319,-2.21
2021-08-27,1.9685,7.4862,-0.61
2021-08-30,1.9540,7.4311,-0.74
2021-08-31,1.9540,7.4311,0.00
2021-09-01,1.9658,7.4760,0.60
2021-09-02,1.9691,7.4885,0.17
2021-09-03,1.9594,7.4516,-0.49
2021-09-06,1.9979,7.5980,1.96
2021-09-07,2.0063,7.6300,0.42
2021-09-08,1.9966,7.5931,-0.48
2021-09-09,1.9703,7.4931,-1.32
2021-09-10,1.9991,7.6026,1.46
2021-09-13,1.9877,7.5593,-0.57
2021-09-14,1.9626,7.4638,-1.26
2021-09-15,1.9633,7.4665,0.04
2021-09-16,1.9270,7.3284,-1.85
2021-09-17,1.9465,7.4026,1.01
2021-09-22,1.9365,7.3645,-0.51
2021-09-23,1.9322,7.3482,-0.22
2021-09-24,1.9250,7.3208,-0.37
2021-09-27,1.9268,7.3276,0.09
2021-09-28,1.9405,7.3797,0.71
2021-09-29,1.9209,7.3052,-1.01
2021-09-30,1.9407,7.3805,1.03
2021-10-08,1.9721,7.4999,1.62
2021-10-11,1.9678,7.4836,-0.22
2021-10-12,1.9361,7.3630,-1.61
2021-10-13,1.9591,7.4505,1.19
2021-10-14,1.9557,7.4376,-0.17
2021-10-15,1.9679,7.4840,0.62
2021-10-18,1.9501,7.4163,-0.90
2021-10-19,1.9731,7.5037,1.18
2021-10-20,1.9685,7.4862,-0.23
2021-10-21,1.9700,7.4919,0.08
2021-10-22,1.9840,7.5452,0.71
2021-10-25,1.9776,7.5208,-0.32
2021-10-26,1.9659,7.4763,-0.59
2021-10-27,1.9545,7.4330,-0.58
2021-10-28,1.9526,7.4258,-0.10
2021-10-29,1.9843,7.5463,1.62
2021-11-01,2.0058,7.6281,1.08
2021-11-02,1.9932,7.5802,-0.63
2021-11-03,1.9933,7.5805,0.01
2021-11-04,2.0328,7.7308,1.98
2021-11-05,2.0210,7.6859,-0.58
2021-11-08,2.0130,7.6555,-0.40
2021-11-09,2.0234,7.6950,0.52
2021-11-10,2.0299,7.7197,0.32
2021-11-11,2.0602,7.8350,1.49
2021-11-12,2.0774,7.9004,0.83
2021-11-15,2.0926,7.9582,0.73
2021-11-16,2.0837,7.9243,-0.43
2021-11-17,2.0850,7.9293,0.06
2021-11-18,2.0630,7.8456,-1.06
2021-11-19,2.0920,7.9559,1.41
2021-11-22,2.1101,8.0247,0.87
2021-11-23,2.0892,7.9453,-0.99
2021-11-24,2.0953,7.9685,0.29
2021-11-25,2.0861,7.9335,-0.44
2021-11-26,2.0650,7.8532,-1.01
2021-11-29,2.0653,7.8544,0.01
2021-11-30,2.0688,7.8677,0.17
2021-12-01,2.0638,7.8487,-0.24
2021-12-02,2.0435,7.7715,-0.98
2021-12-03,2.0672,7.8616,1.16
2021-12-06,2.0617,7.8407,-0.27
2021-12-07,2.0590,7.8304,-0.13
2021-12-08,2.0985,7.9806,1.92
2021-12-09,2.1322,8.1088,1.61
2021-12-10,2.1090,8.0206,-1.09
2021-12-13,2.1289,8.0962,0.94
2021-12-14,2.1281,8.0932,-0.04
2021-12-15,2.1046,8.0038,-1.10
2021-12-16,2.1129,8.0354,0.39
2021-12-17,2.0876,7.9392,-1.20
2021-12-20,2.0493,7.7935,-1.83
2021-12-21,2.0790,7.9065,1.45
2021-12-22,2.1093,8.0217,1.46
2021-12-23,2.1125,8.0339,0.15
2021-12-24,2.1042,8.0023,-0.39
2021-12-27,2.0977,7.9776,-0.31
2021-12-28,2.1057,8.0080,0.38
2021-12-29,2.0835,7.9236,-1.05
2021-12-30,2.1026,7.9962,0.92
2021-12-31,2.1233,8.0749,0.98
2022-01-04,2.0927,7.9586,-1.44
2022-01-05,2.0550,7.8152,-1.80
2022-01-06,2.0555,7.8171,0.02
2022-01-07,2.0460,7.7810,-0.46
2022-01-10,2.0339,7.7350,-0.59
2022-01-11,2.0003,7.6072,-1.65
2022-01-12,2.0265,7.7068,1.31
2022-01-13,1.9858,7.5520,-2.01
2022-01-14,2.0034,7.6190,0.89
2022-01-17,2.0237,7.6962,1.01
2022-01-18,2.0349,7.7388,0.55
2022-01-19,2.0113,7.6490,-1.16
2022-01-20,1.9981,7.5988,-0.66
2022-01-21,1.9604,7.4554,-1.89
2022-01-24,1.9639,7.4687,0.18
2022-01-25,1.9127,7.2740,-2.61
2022-01-26,1.9279,7.3318,0.79
2022-01-27,1.8826,7.1596,-2.35
2022-01-28,1.8546,7.0531,-1.49
2022-02-07,1.8659,7.0960,0.61
2022-02-08,1.8518,7.0424,-0.76
2022-02-09,1.8721,7.1196,1.10
2022-02-10,1.8597,7.0725,-0.66
2022-02-11,1.8315,6.9652,-1.52
2022-02-14,1.8207,6.9241,-0.59
2022-02-15,1.8540,7.0508,1.83
2022-02-16,1.8527,7.0458,-0.07
2022-02-17,1.8552,7.0554,0.13
2022-02-18,1.8550,7.0546,-0.01
2022-02-21,1.8575,7.0641,0.13
2022-02-22,1.8249,6.9401,-1.76
2022-02-23,1.8741,7.1272,2.70
2022-02-24,1.8419,7.0048,-1.72
2022-02-25,1.8695,7.1097,1.50
2022-02-28,1.8662,7.0972,-0.18
2022-03-01,1.8690,7.1078,0.15
2022-03-02,1.8549,7.0542,-0.75
2022-03-03,1.8386,6.9922,-0.88
2022-03-04,1.8267,6.9470,-0.65
2022-03-07,1.7569,6.6815,-3.82
2022-03-08,1.7212,6.5457,-2.03
2022-03-09,1.7111,6.5073,-0.59
2022-03-10,1.7435,6.6306,1.89
2022-03-11,1.7535,6.6686,0.57
2022-03-14,1.7015,6.4708,-2.97
2022-03-15,1.6308,6.2020,-4.16
2022-03-16,1.6877,6.4183,3.49
2022-03-17,1.7248,6.5594,2.20
2022-03-18,1.7206,6.5435,-0.24
2022-03-21,1.7314,6.5845,0.63
2022-03-22,1.7147,6.5210,-0.96
2022-03-23,1.7304,6.5807,0.92
2022-03-24,1.7069,6.4914,-1.36
2022-03-25,1.6725,6.3605,-2.02
2022-03-28,1.6628,6.3237,-0.58
2022-03-29,1.6417,6.2434,-1.27
2022-03-30,1.6806,6.3913,2.37
2022-03-31,1.6595,6.3111,-1.26
2022-04-01,1.6706,6.3533,0.67
2022-04-06,1.6462,6.2605,-1.46
2022-04-07,1.6203,6.1620,-1.57
2022-04-08,1.6096,6.1213,-0.66
2022-04-11,1.5640,5.9479,-2.83
2022-04-12,1.5884,6.0407,1.56
2022-04-13,1.5572,5.9221,-1.96
2022-04-14,1.5872,6.0361,1.93
2022-04-15,1.5828,6.0194,-0.28
2022-04-18,1.5941,6.0624,0.71
2022-04-19,1.5804,6.0103,-0.86
2022-04-20,1.5705,5.9726,-0.63
2022-04-21,1.5300,5.8186,-2.58
2022-04-22,1.5283,5.8121,-0.11
2022-04-25,1.4456,5.4976,-5.41
2022-04-26,1.4404,5.4779,-0.36
2022-04-27,1.4923,5.6752,3.60
2022-04-28,1.4840,5.6437,-0.56
2022-04-29,1.5559,5.9171,4.85
2022-05-05,1.5697,5.9696,0.89
2022-05-06,1.5283,5.8121,-2.64
2022-05-09,1.5294,5.8163,0.07
2022-05-10,1.5546,5.9122,1.65
2022-05-11,1.5817,6.0152,1.74
2022-05-12,1.5944,6.0635,0.80
2022-05-13,1.5976,6.0757,0.20
2022-05-16,1.5854,6.0293,-0.76
2022-05-17,1.6078,6.1145,1.41
2022-05-18,1.6026,6.0947,-0.32
2022-05-19,1.6088,6.1183,0.39
2022-05-20,1.6380,6.2293,1.82
2022-05-23,1.6347,6.2168,-0.20
2022-05-24,1.5828,6.0194,-3.17
2022-05-25,1.6016,6.0909,1.19
2022-05-26,1.6088,6.1183,0.45
2022-05-27,1.6012,6.0894,-0.47
2022-05-30,1.6146,6.1403,0.84
2022-05-31,1.6442,6.2529,1.83
2022-06-01,1.6351,6.2183,-0.55
2022-06-02,1.6532,6.2871,1.11
2022-06-06,1.6808,6.3921,1.67
2022-06-07,1.6741,6.3666,-0.40
2022-06-08,1.6747,6.3689,0.04
2022-06-09,1.6428,6.2476,-1.90
2022-06-10,1.6762,6.3746,2.03
2022-06-13,1.6662,6.3366,-0.60
2022-06-14,1.6645,6.3301,-0.10
2022-06-15,1.6708,6.3541,0.38
2022-06-16,1.6907,6.4298,1.19
2022-06-17,1.7085,6.4974,1.05
2022-06-20,1.7237,6.5553,0.89
2022-06-21,1.7056,6.4864,-1.05
2022-06-22,1.6729,6.3621,-1.92
2022-06-23,1.6902,6.4279,1.03
2022-06-24,1.7276,6.5701,2.21
2022-06-27,1.7412,6.6218,0.79
2022-06-28,1.7672,6.7207,1.49
2022-06-29,1.7374,6.6074,-1.69
2022-06-30,1.7756,6.7526,2.20
2022-07-01,1.7588,6.6887,-0.95
2022-07-04,1.7698,6.7306,0.63
2022-07-05,1.7569,6.6815,-0.73
2022-07-06,1.7417,6.6237,-0.87
2022-07-07,1.7458,6.6393,0.24
2022-07-08,1.7438,6.6317,-0.11
2022-07-11,1.7065,6.4898,-2.14
2022-07-12,1.6803,6.3902,-1.54
2022-07-13,1.6814,6.3944,0.07
2022-07-14,1.6881,6.4199,0.40
2022-07-15,1.6794,6.3868,-0.52
2022-07-18,1.6934,6.4400,0.83
2022-07-19,1.6903,6.4282,-0.18
2022-07-20,1.7111,6.5073,1.23
2022-07-21,1.7068,6.4910,-0.25
2022-07-22,1.7032,6.4773,-0.21
2022-07-25,1.6900,6.4271,-0.78
2022-07-26,1.6997,6.4640,0.57
2022-07-27,1.7039,6.4800,0.25
2022-07-28,1.7187,6.5362,0.87
2022-07-29,1.6944,6.4438,-1.41
2022-08-01,1.7127,6.5134,1.08
2022-08-02,1.6781,6.3818,-2.02
2022-08-03,1.6653,6.3332,-0.76
2022-08-04,1.6754,6.3716,0.61
2022-08-05,1.7202,6.5419,2.67
2022-08-08,1.7143,6.5195,-0.34
2022-08-09,1.7199,6.5408,0.33
2022-08-10,1.6964,6.4514,-1.37
2022-08-11,1.7321,6.5872,2.10
2022-08-12,1.7202,6.5419,-0.69
2022-08-15,1.7196,6.5397,-0.03
2022-08-16,1.7091,6.4997,-0.61
2022-08-17,1.7253,6.5613,0.95
2022-08-18,1.7277,6.5705,0.14
2022-08-19,1.7156,6.5245,-0.70
2022-08-22,1.7314,6.5845,0.92
2022-08-23,1.7171,6.5302,-0.83
2022-08-24,1.6668,6.3389,-2.93
2022-08-25,1.6701,6.3514,0.20
2022-08-26,1.6658,6.3351,-0.26
2022-08-29,1.6707,6.3537,0.29
2022-08-30,1.6720,6.3586,0.08
2022-08-31,1.6522,6.2833,-1.18
2022-09-01,1.6428,6.2476,-0.57
2022-09-02,1.6455,6.2579,0.16
2022-09-05,1.6344,6.2156,-0.67
2022-09-06,1.6540,6.2902,1.20
