product_code,product_name,nav_date,nav,total_nav,income,weekly_rate,fetched_at
产品代码,产品名称,净值日期,单位净值,累计净值,日收益,周收益率,采集时间
015299,华夏纳斯达克100ETF联接(QDII)A,2025-07-01,1.6569,1.6569,0,-0.87%,2025-12-18 02:47:34.560
015299,华夏纳斯达克100ETF联接(QDII)A,2025-07-02,1.6694,1.6694,0,0.75%,2025-12-18 02:47:34.560
015299,华夏纳斯达克100ETF联接(QDII)A,2025-07-03,1.6839,1.6839,0,0.87%,2025-12-18 02:47:34.560
015299,华夏纳斯达克100ETF联接(QDII)A,2025-07-04,1.6845,1.6845,0,0.04%,2025-12-18 02:47:34.560
015299,华夏纳斯达克100ETF联接(QDII)A,2025-07-07,1.6736,1.6736,0,-0.65%,2025-12-18 02:47:34.560
015299,华夏纳斯达克100ETF联接(QDII)A,2025-07-08,1.6744,1.6744,0,0.05%,2025-12-18 02:47:34.560
015299,华夏纳斯达克100ETF联接(QDII)A,2025-07-09,1.6882,1.6882,0,0.82%,2025-12-18 02:47:34.560
015299,华夏纳斯达克100ETF联接(QDII)A,2025-07-10,1.6847,1.6847,0,-0.21%,2025-12-18 02:47:34.560
015299,华夏纳斯达克100ETF联接(QDII)A,2025-07-11,1.6795,1.6795,0,-0.31%,2025-12-18 02:47:34.560
015299,华夏纳斯达克100ETF联接(QDII)A,2025-07-14,1.6844,1.6844,0,0.29%,2025-12-18 02:47:34.560
015299,华夏纳斯达克100ETF联接(QDII)A,2025-07-15,1.6875,1.6875,0,0.18%,2025-12-18 02:47:34.560
015299,华夏纳斯达克100ETF联接(QDII)A,2025-07-16,1.6901,1.6901,0,0.15%,2025-12-18 02:47:34.560
015299,华夏纳斯达克100ETF联接(QDII)A,2025-07-17,1.7024,1.7024,0,0.73%,2025-12-18 02:47:34.560
015299,华夏纳斯达克100ETF联接(QDII)A,2025-07-18,1.7012,1.7012,0,-0.07%,2025-12-18 02:47:34.560
015299,华夏纳斯达克100ETF联接(QDII)A,2025-07-21,1.7083,1.7083,0,0.42%,2025-12-18 02:47:34.560
015299,华夏纳斯达克100ETF联接(QDII)A,2025-07-22,1.7004,1.7004,0,-0.46%,2025-12-18 02:47:34.425
015299,华夏纳斯达克100ETF联接(QDII)A,2025-07-23,1.7042,1.7042,0,0.22%,2025-12-18 02:47:34.425
015299,华夏纳斯达克100ETF联接(QDII)A,2025-07-24,1.7060,1.7060,0,0.11%,2025-12-18 02:47:34.425
015299,华夏纳斯达克100ETF联接(QDII)A,2025-07-25,1.7126,1.7126,0,0.39%,2025-12-18 02:47:34.425
015299,华夏纳斯达克100ETF联接(QDII)A,2025-07-28,1.7201,1.7201,0,0.44%,2025-12-18 02:47:34.425
015299,华夏纳斯达克100ETF联接(QDII)A,2025-07-29,1.7172,1.7172,0,-0.17%,2025-12-18 02:47:34.425
015299,华夏纳斯达克100ETF联接(QDII)A,2025-07-30,1.7204,1.7204,0,0.19%,2025-12-18 02:47:34.425
015299,华夏纳斯达克100ETF联接(QDII)A,2025-07-31,1.7144,1.7144,0,-0.35%,2025-12-18 02:47:34.425
015299,华夏纳斯达克100ETF联接(QDII)A,2025-08-01,1.6864,1.6864,0,-1.63%,2025-12-18 02:47:34.425
015299,华夏纳斯达克100ETF联接(QDII)A,2025-08-04,1.7087,1.7087,0,1.32%,2025-12-18 02:47:34.425
015299,华夏纳斯达克100ETF联接(QDII)A,2025-08-05,1.6991,1.6991,0,-0.56%,2025-12-18 02:47:34.425
015299,华夏纳斯达克100ETF联接(QDII)A,2025-08-06,1.7202,1.7202,0,1.24%,2025-12-18 02:47:34.425
015299,华夏纳斯达克100ETF联接(QDII)A,2025-08-07,1.7226,1.7226,0,0.14%,2025-12-18 02:47:34.425
015299,华夏纳斯达克100ETF联接(QDII)A,2025-08-08,1.7393,1.7393,0,0.97%,2025-12-18 02:47:34.425
015299,华夏纳斯达克100ETF联接(QDII)A,2025-08-11,1.7333,1.7333,0,-0.34%,2025-12-18 02:47:34.425
015299,华夏纳斯达克100ETF联接(QDII)A,2025-08-12,1.7568,1.7568,0,1.36%,2025-12-18 02:47:34.425
015299,华夏纳斯达克100ETF联接(QDII)A,2025-08-13,1.7545,1.7545,0,-0.13%,2025-12-18 02:47:34.425
015299,华夏纳斯达克100ETF联接(QDII)A,2025-08-14,1.7528,1.7528,0,-0.10%,2025-12-18 02:47:34.425
015299,华夏纳斯达克100ETF联接(QDII)A,2025-08-15,1.7463,1.7463,0,-0.37%,2025-12-18 02:47:34.425
015299,华夏纳斯达克100ETF联接(QDII)A,2025-08-18,1.7458,1.7458,0,-0.03%,2025-12-18 02:47:34.424
015299,华夏纳斯达克100ETF联接(QDII)A,2025-08-19,1.7233,1.7233,0,-1.29%,2025-12-18 02:47:34.211
015299,华夏纳斯达克100ETF联接(QDII)A,2025-08-20,1.7127,1.7127,0,-0.62%,2025-12-18 02:47:34.211
015299,华夏纳斯达克100ETF联接(QDII)A,2025-08-21,1.7053,1.7053,0,-0.43%,2025-12-18 02:47:34.211
015299,华夏纳斯达克100ETF联接(QDII)A,2025-08-22,1.7311,1.7311,0,1.51%,2025-12-18 02:47:34.211
