date,nav,accum_nav,change_pct
2009-12-04,1.0920,1.0920,1.39
2009-12-07,1.1000,1.1000,0.73
2009-12-08,1.0870,1.0870,-1.18
2009-12-09,1.0670,1.0670,-1.84
2009-12-10,1.0730,1.0730,0.56
2009-12-11,1.0720,1.0720,-0.09
2009-12-14,1.0830,1.0830,1.03
2009-12-15,1.0750,1.0750,-0.74
2009-12-16,1.0680,1.0680,-0.65
2009-12-17,1.0450,1.0450,-2.15
2009-12-18,1.0200,1.0200,-2.39
2009-12-21,1.0220,1.0220,0.20
2009-12-22,0.9960,0.9960,-2.54
2009-12-23,1.0040,1.0040,0.80
2009-12-24,1.0330,1.0330,2.89
2009-12-25,1.0290,1.0290,-0.39
2009-12-28,1.0440,1.0440,1.46
2009-12-29,1.0510,1.0510,0.67
2009-12-30,1.0670,1.0670,1.52
2009-12-31,1.0720,1.0720,0.47
2010-01-04,1.0600,1.0600,-1.12
2010-01-05,1.0680,1.0680,0.75
2010-01-06,1.0620,1.0620,-0.56
2010-01-07,1.0420,1.0420,-1.88
2010-01-08,1.0440,1.0440,0.19
2010-01-11,1.0450,1.0450,0.10
2010-01-12,1.0600,1.0600,1.44
2010-01-13,1.0280,1.0280,-3.02
2010-01-14,1.0410,1.0410,1.26
2010-01-15,1.0450,1.0450,0.38
2010-01-18,1.0500,1.0500,0.48
2010-01-19,1.0520,1.0520,0.19
2010-01-20,1.0200,1.0200,-3.04
2010-01-21,1.0240,1.0240,0.39
2010-01-22,1.0120,1.0120,-1.17
2010-01-25,1.0000,1.0000,-1.19
2010-01-26,0.9770,0.9770,-2.30
2010-01-27,0.9640,0.9640,-1.33
2010-01-28,0.9660,0.9660,0.21
2010-01-29,0.9660,0.9660,0.00
2010-02-01,0.9510,0.9510,-1.55
2010-02-02,0.9490,0.9490,-0.21
2010-02-03,0.9730,0.9730,2.53
2010-02-04,0.9700,0.9700,-0.31
2010-02-05,0.9510,0.9510,-1.96
2010-02-08,0.9500,0.9500,-0.11
2010-02-09,0.9560,0.9560,0.63
2010-02-10,0.9680,0.9680,1.26
2010-02-11,0.9700,0.9700,0.21
2010-02-12,0.9790,0.9790,0.93
2010-02-22,0.9730,0.9730,-0.61
2010-02-23,0.9630,0.9630,-1.03
2010-02-24,0.9760,0.9760,1.35
2010-02-25,0.9900,0.9900,1.43
2010-02-26,0.9870,0.9870,-0.30
2010-03-01,0.9990,0.9990,1.22
2010-03-02,0.9950,0.9950,-0.40
2010-03-03,1.0020,1.0020,0.70
2010-03-04,0.9780,0.9780,-2.40
2010-03-05,0.9810,0.9810,0.31
2010-03-08,0.9880,0.9880,0.71
2010-03-09,0.9940,0.9940,0.61
2010-03-10,0.9860,0.9860,-0.80
2010-03-11,0.9850,0.9850,-0.10
2010-03-12,0.9730,0.9730,-1.22
2010-03-15,0.9590,0.9590,-1.44
2010-03-16,0.9650,0.9650,0.63
2010-03-17,0.9850,0.9850,2.07
2010-03-18,0.9830,0.9830,-0.20
2010-03-19,0.9900,0.9900,0.71
2010-03-22,0.9930,0.9930,0.30
2010-03-23,0.9850,0.9850,-0.81
2010-03-24,0.9850,0.9850,0.00
2010-03-25,0.9720,0.9720,-1.32
2010-03-26,0.9850,0.9850,1.34
2010-03-29,1.0080,1.0080,2.34
2010-03-30,1.0110,1.0110,0.30
2010-03-31,1.0050,1.0050,-0.59
2010-04-01,1.0180,1.0180,1.29
2010-04-02,1.0220,1.0220,0.39
2010-04-06,1.0210,1.0210,-0.10
2010-04-07,1.0160,1.0160,-0.49
2010-04-08,1.0050,1.0050,-1.08
2010-04-09,1.0140,1.0140,0.90
2010-04-12,1.0060,1.0060,-0.79
2010-04-13,1.0180,1.0180,1.19
2010-04-14,1.0210,1.0210,0.29
2010-04-15,1.0190,1.0190,-0.20
2010-04-16,1.0080,1.0080,-1.08
2010-04-19,0.9560,0.9560,-5.16
2010-04-20,0.9530,0.9530,-0.31
2010-04-21,0.9710,0.9710,1.89
2010-04-22,0.9600,0.9600,-1.13
2010-04-23,0.9570,0.9570,-0.31
2010-04-26,0.9520,0.9520,-0.52
2010-04-27,0.9330,0.9330,-2.00
2010-04-28,0.9300,0.9300,-0.32
2010-04-29,0.9190,0.9190,-1.18
2010-04-30,0.9220,0.9220,0.33
2010-05-04,0.9100,0.9100,-1.30
2010-05-05,0.9150,0.9150,0.55
2010-05-06,0.8760,0.8760,-4.26
2010-05-07,0.8590,0.8590,-1.94
2010-05-10,0.8660,0.8660,0.81
2010-05-11,0.8490,0.8490,-1.96
2010-05-12,0.8540,0.8540,0.59
2010-05-13,0.8740,0.8740,2.34
2010-05-14,0.8680,0.8680,-0.69
2010-05-17,0.8250,0.8250,-4.95
2010-05-18,0.8400,0.8400,1.82
2010-05-19,0.8380,0.8380,-0.24
2010-05-20,0.8280,0.8280,-1.19
2010-05-21,0.8400,0.8400,1.45
2010-05-24,0.8700,0.8700,3.57
2010-05-25,0.8530,0.8530,-1.95
2010-05-26,0.8530,0.8530,0.00
2010-05-27,0.8660,0.8660,1.52
2010-05-28,0.8640,0.8640,-0.23
2010-05-31,0.8410,0.8410,-2.66
2010-06-01,0.8320,0.8320,-1.07
2010-06-02,0.8370,0.8370,0.60
2010-06-03,0.8310,0.8310,-0.72
2010-06-04,0.8340,0.8340,0.36
2010-06-07,0.8200,0.8200,-1.68
2010-06-08,0.8210,0.8210,0.12
2010-06-09,0.8450,0.8450,2.92
2010-06-10,0.8350,0.8350,-1.18
2010-06-11,0.8380,0.8380,0.36
2010-06-17,0.8330,0.8330,-0.60
2010-06-18,0.8200,0.8200,-1.56
2010-06-21,0.8440,0.8440,2.93
2010-06-22,0.8450,0.8450,0.12
2010-06-23,0.8380,0.8380,-0.83
2010-06-24,0.8380,0.8380,0.00
2010-06-25,0.8320,0.8320,-0.72
2010-06-28,0.8270,0.8270,-0.60
2010-06-29,0.7910,0.7910,-4.35
2010-06-30,0.7810,0.7810,-1.26
2010-07-01,0.7700,0.7700,-1.41
2010-07-02,0.7730,0.7730,0.39
2010-07-05,0.7670,0.7670,-0.78
2010-07-06,0.7820,0.7820,1.96
2010-07-07,0.7870,0.7870,0.64
2010-07-08,0.7860,0.7860,-0.13
2010-07-09,0.8080,0.8080,2.80
2010-07-12,0.8170,0.8170,1.11
2010-07-13,0.8050,0.8050,-1.47
2010-07-14,0.8100,0.8100,0.62
2010-07-15,0.7960,0.7960,-1.73
2010-07-16,0.7990,0.7990,0.38
2010-07-19,0.8190,0.8190,2.50
2010-07-20,0.8370,0.8370,2.20
2010-07-21,0.8390,0.8390,0.24
2010-07-22,0.8490,0.8490,1.19
2010-07-23,0.8530,0.8530,0.47
2010-07-26,0.8580,0.8580,0.59
2010-07-27,0.8530,0.8530,-0.58
2010-07-28,0.8730,0.8730,2.34
2010-07-29,0.8780,0.8780,0.57
2010-07-30,0.8750,0.8750,-0.34
2010-08-02,0.8900,0.8900,1.71
2010-08-03,0.8740,0.8740,-1.80
2010-08-04,0.8770,0.8770,0.34
2010-08-05,0.8690,0.8690,-0.91
2010-08-06,0.8830,0.8830,1.61
2010-08-09,0.8890,0.8890,0.68
2010-08-10,0.8640,0.8640,-2.81
2010-08-11,0.8690,0.8690,0.58
2010-08-12,0.8590,0.8590,-1.15
2010-08-13,0.8700,0.8700,1.28
2010-08-16,0.8900,0.8900,2.30
2010-08-17,0.8960,0.8960,0.67
2010-08-18,0.8950,0.8950,-0.11
2010-08-19,0.9000,0.9000,0.56
2010-08-20,0.8830,0.8830,-1.89
2010-08-23,0.8830,0.8830,0.00
2010-08-24,0.8870,0.8870,0.45
2010-08-25,0.8660,0.8660,-2.37
2010-08-26,0.8680,0.8680,0.23
2010-08-27,0.8700,0.8700,0.23
2010-08-30,0.8870,0.8870,1.95
2010-08-31,0.8830,0.8830,-0.45
2010-09-01,0.8780,0.8780,-0.57
2010-09-02,0.8880,0.8880,1.14
2010-09-03,0.8870,0.8870,-0.11
2010-09-06,0.9030,0.9030,1.80
2010-09-07,0.9050,0.9050,0.22
2010-09-08,0.9050,0.9050,0.00
2010-09-09,0.8890,0.8890,-1.77
2010-09-10,0.8910,0.8910,0.23
2010-09-13,0.9000,0.9000,1.01
2010-09-14,0.9010,0.9010,0.11
2010-09-15,0.8860,0.8860,-1.66
2010-09-16,0.8700,0.8700,-1.81
2010-09-17,0.8710,0.8710,0.11
2010-09-20,0.8680,0.8680,-0.34
2010-09-21,0.8700,0.8700,0.23
2010-09-27,0.8840,0.8840,1.61
2010-09-28,0.8770,0.8770,-0.79
2010-09-29,0.8750,0.8750,-0.23
2010-09-30,0.8920,0.8920,1.94
2010-10-08,0.9230,0.9230,3.48
2010-10-11,0.9480,0.9480,2.71
2010-10-12,0.9590,0.9590,1.16
2010-10-13,0.9710,0.9710,1.25
2010-10-14,0.9730,0.9730,0.21
2010-10-15,1.0030,1.0030,3.08
2010-10-18,0.9970,0.9970,-0.60
2010-10-19,1.0170,1.0170,2.01
2010-10-20,1.0230,1.0230,0.59
2010-10-21,1.0170,1.0170,-0.59
2010-10-22,1.0180,1.0180,0.10
2010-10-25,1.0480,1.0480,2.95
2010-10-26,1.0430,1.0430,-0.48
2010-10-27,1.0250,1.0250,-1.73
2010-10-28,1.0240,1.0240,-0.10
2010-10-29,1.0190,1.0190,-0.49
2010-11-01,1.0450,1.0450,2.55
2010-11-02,1.0420,1.0420,-0.29
2010-11-03,1.0300,1.0300,-1.15
2010-11-04,1.0470,1.0470,1.65
2010-11-05,1.0590,1.0590,1.15
2010-11-08,1.0670,1.0670,0.76
2010-11-09,1.0590,1.0590,-0.75
2010-11-10,1.0520,1.0520,-0.66
2010-11-11,1.0550,1.0550,0.29
2010-11-12,0.9920,0.9920,-5.97
2010-11-15,1.0000,1.0000,0.81
2010-11-16,0.9580,0.9580,-4.20
2010-11-17,0.9400,0.9400,-1.88
2010-11-18,0.9520,0.9520,1.28
2010-11-19,0.9610,0.9610,0.95
2010-11-22,0.9590,0.9590,-0.21
2010-11-23,0.9390,0.9390,-2.09
2010-11-24,0.9600,0.9600,2.24
2010-11-25,0.9730,0.9730,1.35
2010-11-26,0.9650,0.9650,-0.82
2010-11-29,0.9630,0.9630,-0.21
2010-11-30,0.9480,0.9480,-1.56
2010-12-01,0.9480,0.9480,0.00
2010-12-02,0.9530,0.9530,0.53
2010-12-03,0.9540,0.9540,0.10
2010-12-06,0.9560,0.9560,0.21
2010-12-07,0.9660,0.9660,1.05
2010-12-08,0.9580,0.9580,-0.83
2010-12-09,0.9440,0.9440,-1.46
2010-12-10,0.9540,0.9540,1.06
2010-12-13,0.9830,0.9830,3.04
2010-12-14,0.9850,0.9850,0.20
2010-12-15,0.9790,0.9790,-0.61
2010-12-16,0.9740,0.9740,-0.51
2010-12-17,0.9720,0.9720,-0.21
2010-12-20,0.9590,0.9590,-1.34
2010-12-21,0.9800,0.9800,2.19
2010-12-22,0.9700,0.9700,-1.02
2010-12-23,0.9620,0.9620,-0.82
2010-12-24,0.9550,0.9550,-0.73
2010-12-27,0.9370,0.9370,-1.88
2010-12-28,0.9210,0.9210,-1.71
2010-12-29,0.9260,0.9260,0.54
2010-12-30,0.9270,0.9270,0.11
2010-12-31,0.9450,0.9450,1.94
2011-01-04,0.9620,0.9620,1.80
2011-01-05,0.9590,0.9590,-0.31
2011-01-06,0.9540,0.9540,-0.52
2011-01-07,0.9560,0.9560,0.21
2011-01-10,0.9390,0.9390,-1.78
2011-01-11,0.9440,0.9440,0.53
2011-01-12,0.9490,0.9490,0.53
2011-01-13,0.9490,0.9490,0.00
2011-01-14,0.9350,0.9350,-1.48
2011-01-17,0.9010,0.9010,-3.64
2011-01-18,0.9020,0.9020,0.11
2011-01-19,0.9210,0.9210,2.11
2011-01-20,0.8930,0.8930,-3.04
2011-01-21,0.9030,0.9030,1.12
2011-01-24,0.8950,0.8950,-0.89
2011-01-25,0.8900,0.8900,-0.56
2011-01-26,0.9020,0.9020,1.35
2011-01-27,0.9150,0.9150,1.44
2011-01-28,0.9180,0.9180,0.33
2011-01-31,0.9290,0.9290,1.20
2011-02-01,0.9290,0.9290,0.00
2011-02-09,0.9190,0.9190,-1.08
2011-02-10,0.9370,0.9370,1.96
2011-02-11,0.9410,0.9410,0.43
2011-02-14,0.9690,0.9690,2.98
2011-02-15,0.9690,0.9690,0.00
2011-02-16,0.9780,0.9780,0.93
2011-02-17,0.9770,0.9770,-0.10
2011-02-18,0.9670,0.9670,-1.02
2011-02-21,0.9800,0.9800,1.34
2011-02-22,0.9540,0.9540,-2.65
2011-02-23,0.9570,0.9570,0.31
2011-02-24,0.9610,0.9610,0.42
2011-02-25,0.9630,0.9630,0.21
2011-02-28,0.9750,0.9750,1.25
2011-03-01,0.9800,0.9800,0.51
2011-03-02,0.9760,0.9760,-0.41
2011-03-03,0.9700,0.9700,-0.61
2011-03-04,0.9840,0.9840,1.44
2011-03-07,1.0020,1.0020,1.83
2011-03-08,1.0030,1.0030,0.10
2011-03-09,1.0040,1.0040,0.10
2011-03-10,0.9870,0.9870,-1.69
2011-03-11,0.9780,0.9780,-0.91
2011-03-14,0.9820,0.9820,0.41
2011-03-15,0.9650,0.9650,-1.73
2011-03-16,0.9780,0.9780,1.35
2011-03-17,0.9630,0.9630,-1.53
2011-03-18,0.9690,0.9690,0.62
2011-03-21,0.9660,0.9660,-0.31
2011-03-22,0.9710,0.9710,0.52
2011-03-23,0.9830,0.9830,1.24
2011-03-24,0.9790,0.9790,-0.41
2011-03-25,0.9920,0.9920,1.33
2011-03-28,0.9910,0.9910,-0.10
2011-03-29,0.9810,0.9810,-1.01
2011-03-30,0.9810,0.9810,0.00
2011-03-31,0.9720,0.9720,-0.92
2011-04-01,0.9860,0.9860,1.44
2011-04-06,0.9970,0.9970,1.12
2011-04-07,1.0000,1.0000,0.30
2011-04-08,1.0090,1.0090,0.90
2011-04-11,1.0030,1.0030,-0.59
2011-04-12,1.0010,1.0010,-0.20
2011-04-13,1.0140,1.0140,1.30
2011-04-14,1.0090,1.0090,-0.49
2011-04-15,1.0100,1.0100,0.10
2011-04-18,1.0100,1.0100,0.00
2011-04-19,0.9930,0.9930,-1.68
2011-04-20,0.9920,0.9920,-0.10
2011-04-21,0.9990,0.9990,0.71
2011-04-22,0.9940,0.9940,-0.50
2011-04-25,0.9790,0.9790,-1.51
2011-04-26,0.9740,0.9740,-0.51
2011-04-27,0.9680,0.9680,-0.62
2011-04-28,0.9550,0.9550,-1.34
2011-04-29,0.9630,0.9630,0.84
2011-05-03,0.9690,0.9690,0.62
2011-05-04,0.9460,0.9460,-2.37
2011-05-05,0.9450,0.9450,-0.11
2011-05-06,0.9430,0.9430,-0.21
2011-05-09,0.9460,0.9460,0.32
2011-05-10,0.9530,0.9530,0.74
2011-05-11,0.9500,0.9500,-0.31
2011-05-12,0.9380,0.9380,-1.26
2011-05-13,0.9450,0.9450,0.75
2011-05-16,0.9380,0.9380,-0.74
2011-05-17,0.9420,0.9420,0.43
2011-05-18,0.9490,0.9490,0.74
2011-05-19,0.9430,0.9430,-0.63
2011-05-20,0.9440,0.9440,0.11
2011-05-23,0.9160,0.9160,-2.97
2011-05-24,0.9160,0.9160,0.00
2011-05-25,0.9060,0.9060,-1.09
2011-05-26,0.9030,0.9030,-0.33
2011-05-27,0.8990,0.8990,-0.44
2011-05-30,0.8960,0.8960,-0.33
2011-05-31,0.9100,0.9100,1.56
2011-06-01,0.9100,0.9100,0.00
2011-06-02,0.8970,0.8970,-1.43
2011-06-03,0.9060,0.9060,1.00
2011-06-07,0.9110,0.9110,0.55
2011-06-08,0.9120,0.9120,0.11
2011-06-09,0.8970,0.8970,-1.64
2011-06-10,0.9000,0.9000,0.33
2011-06-13,0.8980,0.8980,-0.22
2011-06-14,0.9100,0.9100,1.34
2011-06-15,0.9020,0.9020,-0.88
2011-06-16,0.8900,0.8900,-1.33
2011-06-17,0.8830,0.8830,-0.79
2011-06-20,0.8780,0.8780,-0.57
2011-06-21,0.8880,0.8880,1.14
2011-06-22,0.8880,0.8880,0.00
2011-06-23,0.9020,0.9020,1.58
2011-06-24,0.9220,0.9220,2.22
2011-06-27,0.9250,0.9250,0.33
2011-06-28,0.9260,0.9260,0.11
2011-06-29,0.9150,0.9150,-1.19
2011-06-30,0.9270,0.9270,1.31
2011-07-01,0.9290,0.9290,0.22
2011-07-04,0.9500,0.9500,2.26
2011-07-05,0.9500,0.9500,0.00
2011-07-06,0.9480,0.9480,-0.21
2011-07-07,0.9447,0.9447,-0.35
2011-07-08,0.9471,0.9471,0.25
2011-07-11,0.9481,0.9481,0.11
2011-07-12,0.9318,0.9318,-1.72
2011-07-13,0.9460,0.9460,1.52
2011-07-14,0.9491,0.9491,0.33
2011-07-15,0.9530,0.9530,0.41
2011-07-18,0.9511,0.9511,-0.20
2011-07-19,0.9432,0.9432,-0.83
2011-07-20,0.9421,0.9421,-0.12
2011-07-21,0.9329,0.9329,-0.98
2011-07-22,0.9355,0.9355,0.28
2011-07-25,0.9069,0.9069,-3.06
2011-07-26,0.9096,0.9096,0.30
2011-07-27,0.9160,0.9160,0.70
2011-07-28,0.9104,0.9104,-0.61
2011-07-29,0.9079,0.9079,-0.27
2011-08-01,0.9095,0.9095,0.18
2011-08-02,0.9034,0.9034,-0.67
2011-08-03,0.9029,0.9029,-0.06
2011-08-04,0.9045,0.9045,0.18
2011-08-05,0.8865,0.8865,-1.99
2011-08-08,0.8566,0.8566,-3.37
2011-08-09,0.8579,0.8579,0.15
2011-08-10,0.8654,0.8654,0.87
2011-08-11,0.8777,0.8777,1.42
2011-08-12,0.8800,0.8800,0.26
2011-08-15,0.8923,0.8923,1.40
2011-08-16,0.8864,0.8864,-0.66
2011-08-17,0.8831,0.8831,-0.37
2011-08-18,0.8683,0.8683,-1.68
2011-08-19,0.8607,0.8607,-0.88
2011-08-22,0.8520,0.8520,-1.01
2011-08-23,0.8645,0.8645,1.47
2011-08-24,0.8612,0.8612,-0.38
2011-08-25,0.8881,0.8881,3.12
2011-08-26,0.8874,0.8874,-0.08
2011-08-29,0.8731,0.8731,-1.61
2011-08-30,0.8699,0.8699,-0.37
2011-08-31,0.8713,0.8713,0.16
2011-09-01,0.8678,0.8678,-0.40
2011-09-02,0.8590,0.8590,-1.01
2011-09-05,0.8417,0.8417,-2.01
2011-09-06,0.8359,0.8359,-0.69
2011-09-07,0.8519,0.8519,1.91
2011-09-08,0.8454,0.8454,-0.76
2011-09-09,0.8440,0.8440,-0.17
2011-09-13,0.8352,0.8352,-1.04
2011-09-14,0.8388,0.8388,0.43
2011-09-15,0.8376,0.8376,-0.14
2011-09-16,0.8390,0.8390,0.17
2011-09-19,0.8233,0.8233,-1.87
2011-09-20,0.8263,0.8263,0.36
2011-09-21,0.8493,0.8493,2.78
2011-09-22,0.8250,0.8250,-2.86
2011-09-23,0.8205,0.8205,-0.55
2011-09-26,0.8038,0.8038,-2.04
2011-09-27,0.8114,0.8114,0.95
2011-09-28,0.8037,0.8037,-0.95
2011-09-29,0.7972,0.7972,-0.81
2011-09-30,0.7952,0.7952,-0.25
2011-10-10,0.7881,0.7881,-0.89
2011-10-11,0.7865,0.7865,-0.20
2011-10-12,0.8130,0.8130,3.37
2011-10-13,0.8182,0.8182,0.64
2011-10-14,0.8157,0.8157,-0.31
2011-10-17,0.8194,0.8194,0.45
2011-10-18,0.7982,0.7982,-2.59
2011-10-19,0.7956,0.7956,-0.33
2011-10-20,0.7780,0.7780,-2.21
2011-10-21,0.7744,0.7744,-0.46
2011-10-24,0.7940,0.7940,2.53
2011-10-25,0.8078,0.8078,1.74
2011-10-26,0.8153,0.8153,0.93
2011-10-27,0.8169,0.8169,0.20
2011-10-28,0.8318,0.8318,1.82
2011-10-31,0.8279,0.8279,-0.47
2011-11-01,0.8285,0.8285,0.07
2011-11-02,0.8414,0.8414,1.56
2011-11-03,0.8420,0.8420,0.07
2011-11-04,0.8476,0.8476,0.67
2011-11-07,0.8395,0.8395,-0.96
2011-11-08,0.8371,0.8371,-0.29
2011-11-09,0.8441,0.8441,0.84
2011-11-10,0.8291,0.8291,-1.78
2011-11-11,0.8278,0.8278,-0.16
2011-11-14,0.8436,0.8436,1.91
2011-11-15,0.8421,0.8421,-0.18
2011-11-16,0.8206,0.8206,-2.55
2011-11-17,0.8183,0.8183,-0.28
2011-11-18,0.8023,0.8023,-1.96
2011-11-21,0.8030,0.8030,0.09
2011-11-22,0.8027,0.8027,-0.04
2011-11-23,0.7953,0.7953,-0.92
2011-11-24,0.7968,0.7968,0.19
2011-11-25,0.7912,0.7912,-0.70
2011-11-28,0.7923,0.7923,0.14
2011-11-29,0.8025,0.8025,1.29
2011-11-30,0.7773,0.7773,-3.14
2011-12-01,0.7953,0.7953,2.32
2011-12-02,0.7876,0.7876,-0.97
2011-12-05,0.7772,0.7772,-1.32
2011-12-06,0.7756,0.7756,-0.21
2011-12-07,0.7791,0.7791,0.45
2011-12-08,0.7773,0.7773,-0.23
2011-12-09,0.7714,0.7714,-0.76
2011-12-12,0.7643,0.7643,-0.92
2011-12-13,0.7481,0.7481,-2.12
2011-12-14,0.7413,0.7413,-0.91
2011-12-15,0.7253,0.7253,-2.16
2011-12-16,0.7397,0.7397,1.99
2011-12-19,0.7381,0.7381,-0.22
2011-12-20,0.7362,0.7362,-0.26
2011-12-21,0.7252,0.7252,-1.49
2011-12-22,0.7259,0.7259,0.10
2011-12-23,0.7310,0.7310,0.70
2011-12-26,0.7244,0.7244,-0.90
2011-12-27,0.7157,0.7157,-1.20
2011-12-28,0.7166,0.7166,0.13
2011-12-29,0.7176,0.7176,0.14
2011-12-30,0.7275,0.7275,1.38
2011-12-31,0.7275,0.7275,0.00
2012-01-04,0.7139,0.7139,-1.87
2012-01-05,0.7073,0.7073,-0.92
2012-01-06,0.7113,0.7113,0.57
2012-01-09,0.7337,0.7337,3.15
2012-01-10,0.7566,0.7566,3.12
2012-01-11,0.7532,0.7532,-0.45
2012-01-12,0.7532,0.7532,0.00
2012-01-13,0.7413,0.7413,-1.58
2012-01-16,0.7272,0.7272,-1.90
2012-01-17,0.7604,0.7604,4.57
2012-01-18,0.7494,0.7494,-1.45
2012-01-19,0.7627,0.7627,1.77
2012-01-20,0.7730,0.7730,1.35
2012-01-30,0.7603,0.7603,-1.64
2012-01-31,0.7613,0.7613,0.13
2012-02-01,0.7509,0.7509,-1.37
2012-02-02,0.7675,0.7675,2.21
2012-02-03,0.7733,0.7733,0.76
2012-02-06,0.7727,0.7727,-0.08
2012-02-07,0.7593,0.7593,-1.73
2012-02-08,0.7796,0.7796,2.67
2012-02-09,0.7797,0.7797,0.01
2012-02-10,0.7807,0.7807,0.13
2012-02-13,0.7801,0.7801,-0.08
2012-02-14,0.7772,0.7772,-0.37
2012-02-15,0.7853,0.7853,1.04
2012-02-16,0.7815,0.7815,-0.48
2012-02-17,0.7815,0.7815,0.00
2012-02-20,0.7826,0.7826,0.14
2012-02-21,0.7889,0.7889,0.81
2012-02-22,0.7989,0.7989,1.27
2012-02-23,0.8011,0.8011,0.28
2012-02-24,0.8134,0.8134,1.54
2012-02-27,0.8158,0.8158,0.30
2012-02-28,0.8175,0.8175,0.21
2012-02-29,0.8092,0.8092,-1.02
2012-03-01,0.8089,0.8089,-0.04
2012-03-02,0.8223,0.8223,1.66
2012-03-05,0.8173,0.8173,-0.61
2012-03-06,0.8051,0.8051,-1.49
2012-03-07,0.7997,0.7997,-0.67
2012-03-08,0.8094,0.8094,1.21
2012-03-09,0.8177,0.8177,1.03
2012-03-12,0.8148,0.8148,-0.35
2012-03-13,0.8225,0.8225,0.95
2012-03-14,0.8004,0.8004,-2.69
2012-03-15,0.7949,0.7949,-0.69
2012-03-16,0.8059,0.8059,1.38
2012-03-19,0.8078,0.8078,0.24
2012-03-20,0.7946,0.7946,-1.63
2012-03-21,0.7957,0.7957,0.14
2012-03-22,0.7946,0.7946,-0.14
2012-03-23,0.7855,0.7855,-1.15
2012-03-26,0.7863,0.7863,0.10
2012-03-27,0.7839,0.7839,-0.31
2012-03-28,0.7627,0.7627,-2.70
2012-03-29,0.7534,0.7534,-1.22
2012-03-30,0.7569,0.7569,0.46
2012-03-31,0.7569,0.7569,0.00
2012-04-05,0.7736,0.7736,2.21
2012-04-06,0.7757,0.7757,0.27
2012-04-09,0.7685,0.7685,-0.93
2012-04-10,0.7756,0.7756,0.92
2012-04-11,0.7758,0.7758,0.03
2012-04-12,0.7906,0.7906,1.91
2012-04-13,0.7936,0.7936,0.38
2012-04-16,0.7917,0.7917,-0.24
2012-04-17,0.7822,0.7822,-1.20
2012-04-18,0.7993,0.7993,2.19
2012-04-19,0.7983,0.7983,-0.13
2012-04-20,0.8073,0.8073,1.13
2012-04-23,0.8012,0.8012,-0.76
2012-04-24,0.8011,0.8011,-0.01
2012-04-25,0.8072,0.8072,0.76
2012-04-26,0.8087,0.8087,0.19
2012-04-27,0.8072,0.8072,-0.19
2012-05-02,0.8237,0.8237,2.04
2012-05-03,0.8257,0.8257,0.24
2012-05-04,0.8327,0.8327,0.85
2012-05-07,0.8335,0.8335,0.10
2012-05-08,0.8311,0.8311,-0.29
2012-05-09,0.8164,0.8164,-1.77
2012-05-10,0.8164,0.8164,0.00
2012-05-11,0.8106,0.8106,-0.71
2012-05-14,0.8046,0.8046,-0.74
2012-05-15,0.8053,0.8053,0.09
2012-05-16,0.7933,0.7933,-1.49
